customer_id,segment,age,risk_score,tenure_months,churn_label
C000818,affluent,64,22.4,172,0
C000819,private,74,9.52,170,0
C000820,affluent,70,67.63,99,0
C000821,mass,57,5.46,165,0
C000822,business,55,85.19,223,0
C000823,mass,38,24.09,72,0
C000824,mass,59,37.86,210,0
C000825,mass,54,44.81,220,0
C000826,mass,49,74.52,5,0
C000827,mass,53,54.91,212,0
C000828,mass,57,63.75,228,0
C000829,mass,60,45.62,88,0
C000830,mass,32,84.43,85,1
C000831,mass,48,71.67,94,0
C000832,affluent,70,22.17,88,0
C000833,mass,36,54.77,96,0
C000834,affluent,38,49.24,211,1
C000835,affluent,34,25.43,51,0
C000836,mass,43,21.56,212,0
C000837,affluent,34,75.71,12,0
C000838,business,62,12.32,229,0
C000839,mass,50,13.46,128,0
C000840,mass,53,93.53,215,0
C000841,mass,29,69.18,45,0
C000842,affluent,52,65.75,156,0
C000843,private,59,41.87,156,0
C000844,business,42,39.79,88,0
C000845,business,33,13.82,155,0
C000846,affluent,47,84.31,141,0
C000847,private,70,63.26,52,0
C000848,mass,61,34.53,173,0
C000849,mass,29,50.39,178,0
C000850,mass,40,56.23,150,0
C000851,mass,44,67.42,229,0
C000852,affluent,55,80.83,134,0
C000853,mass,21,67.03,52,0
C000854,mass,36,68.34,38,0
C000855,affluent,46,20.4,139,0
C000856,mass,24,61.61,173,0
C000857,affluent,69,56.13,61,0
C000858,mass,62,28.76,171,0
C000859,mass,44,95.67,176,0
C000860,mass,18,74.37,52,0
C000861,mass,46,83.0,234,0
C000862,mass,41,75.51,140,0
C000863,affluent,40,29.42,46,0
C000864,business,36,73.51,31,1
C000865,mass,53,26.42,42,0
C000866,mass,39,46.63,240,0
C000867,mass,38,59.69,199,0
C000868,business,44,49.06,147,0
C000869,mass,63,31.79,57,1
C000870,business,57,15.94,140,0
C000871,mass,32,88.34,170,1
C000872,mass,31,95.03,159,0
C000873,mass,59,0.88,172,0
C000874,mass,59,61.37,160,0
C000875,mass,38,38.14,204,1
C000876,business,59,72.4,7,0
C000877,business,48,51.43,131,0
C000878,mass,59,19.25,132,1
C000879,mass,52,53.32,161,1
C000880,mass,31,86.5,109,0
C000881,affluent,55,64.66,19,0
C000882,affluent,57,71.69,10,0
C000883,mass,34,55.81,148,1
C000884,affluent,54,38.8,162,0
C000885,mass,42,67.33,137,0
C000886,mass,22,75.6,150,0
C000887,mass,40,92.8,28,0
C000888,mass,56,8.65,196,0
C000889,business,26,47.4,137,0
C000890,mass,52,29.5,163,0
C000891,mass,64,64.79,3,0
C000892,mass,25,4.18,147,0
C000893,mass,23,30.47,192,0
C000894,affluent,41,41.27,166,0
C000895,private,46,22.08,214,0
C000896,mass,60,79.97,219,1
C000897,mass,53,46.13,141,0
C000898,mass,34,9.82,186,0
C000899,mass,40,12.82,168,0
C000900,mass,22,90.01,82,0
C000901,mass,60,30.57,150,0
C000902,mass,38,95.87,44,0
C000903,mass,32,71.22,165,0
C000904,mass,26,67.96,85,0
C000905,private,57,77.48,125,0
C000906,mass,56,8.2,72,0
C000907,private,69,19.64,188,0
C000908,private,39,89.21,218,0
C000909,mass,55,57.89,197,1
C000910,mass,53,26.06,229,0
C000911,business,34,36.58,58,0
C000912,private,53,13.39,129,0
C000913,mass,50,1.06,62,0
C000914,affluent,67,68.42,194,0
C000915,mass,29,56.64,145,0
C000916,affluent,58,93.92,11,0
C000917,mass,22,26.44,60,0
C000918,mass,41,38.81,235,0
C000919,mass,59,32.41,181,1
C000920,business,42,83.49,68,0
C000921,mass,42,65.37,94,0
C000922,mass,22,51.67,97,0
C000923,business,50,35.29,223,0
C000924,mass,56,0.66,226,0
C000925,mass,22,51.45,72,0
C000926,mass,41,60.2,210,0
C000927,mass,39,72.03,124,0
C000928,affluent,65,16.12,214,0
C000929,mass,26,57.35,42,0
C000930,mass,54,14.69,43,0
C000931,mass,43,59.94,145,0
C000932,mass,64,66.17,73,0
C000933,business,63,99.28,223,0
C000934,mass,44,60.08,204,0
C000935,mass,57,65.96,68,0
C000936,mass,47,59.65,18,0
C000937,mass,24,1.66,134,0
C000938,private,61,82.65,156,0
C000939,mass,57,59.98,225,0
C000940,affluent,35,9.32,169,0
C000941,mass,18,89.7,199,0
C000942,affluent,54,37.04,12,0
C000943,affluent,58,78.96,98,0
C000944,mass,62,57.61,109,0
C000945,mass,32,91.01,22,0
C000946,mass,44,25.78,2,0
C000947,affluent,64,52.25,134,0
C000948,mass,62,80.43,105,0
C000949,mass,59,58.54,67,0
C000950,private,58,61.19,175,0
C000951,mass,53,78.38,124,0
C000952,mass,48,25.38,79,0
C000953,mass,43,73.58,219,0
C000954,private,49,44.66,180,0
C000955,business,57,40.06,87,0
C000956,affluent,31,16.07,163,0
C000957,mass,27,47.17,154,1
C000958,mass,32,37.08,156,1
C000959,mass,43,61.4,134,0
C000960,mass,21,94.57,210,0
C000961,mass,18,20.17,169,0
C000962,business,37,3.36,154,0
C000963,mass,57,16.95,10,0
C000964,mass,28,8.68,71,0
C000965,affluent,53,40.55,52,0
C000966,mass,22,91.92,141,0
C000967,mass,55,34.81,209,0
C000968,mass,30,45.48,104,0
C000969,mass,44,50.62,144,0
C000970,mass,25,80.29,66,0
C000971,private,71,25.01,114,0
C000972,business,40,75.75,199,0
C000973,mass,55,86.2,124,0
C000974,mass,58,78.87,57,1
C000975,affluent,48,41.24,91,0
C000976,mass,34,24.83,24,1
C000977,mass,39,7.6,239,0
C000978,mass,31,89.43,69,0
C000979,mass,30,49.9,52,0
C000980,mass,34,20.68,52,0
C000981,affluent,50,15.6,28,0
C000982,mass,60,49.27,2,1
C000983,affluent,30,84.8,96,0
C000984,mass,54,86.88,126,0
C000985,mass,50,28.03,57,0
C000986,affluent,61,79.93,123,0
C000987,business,47,39.37,176,1
C000988,affluent,35,69.82,118,0
C000989,mass,61,21.08,149,1
C000990,mass,34,18.72,68,0
C000991,mass,57,34.31,48,0
C000992,mass,62,75.22,94,0
C000993,private,46,57.14,148,0
C000994,affluent,45,80.41,143,0
C000995,mass,27,80.0,190,0
C000996,mass,29,42.15,35,0
C000997,business,58,53.4,81,0
C000998,affluent,63,85.85,13,0
C000999,mass,21,21.55,66,0
C001000,mass,46,74.46,67,0
C001001,mass,34,34.41,106,0
C001002,mass,56,19.9,148,0
C001003,mass,36,35.51,173,0
C001004,mass,46,88.96,98,0
C001005,mass,27,86.83,164,0
C001006,affluent,68,61.23,104,0
C001007,affluent,38,34.36,81,1
C001008,mass,35,60.54,102,0
C001009,mass,41,74.79,134,0
C001010,business,36,85.42,33,0
C001011,affluent,33,21.06,102,0
C001012,mass,48,54.84,7,1
C001013,affluent,33,10.39,159,0
C001014,mass,42,30.94,64,0
C001015,affluent,36,13.13,215,0
C001016,mass,40,86.04,84,1
C001017,private,69,93.49,141,0
C001018,mass,62,53.93,152,0
C001019,mass,58,87.73,112,0
C001020,mass,37,90.89,124,0
C001021,mass,46,30.79,106,0
C001022,mass,18,52.33,195,0
C001023,affluent,58,53.51,177,0
C001024,business,55,29.96,197,0
C001025,mass,32,79.68,141,0
C001026,mass,53,43.71,64,0
C001027,mass,42,82.84,57,0
C001028,mass,33,51.66,205,0
C001029,business,42,28.47,191,0
C001030,mass,30,85.35,47,0
C001031,mass,47,61.77,70,1
C001032,affluent,48,1.94,13,0
C001033,business,31,28.21,33,1
C001034,affluent,42,9.02,4,0
C001035,mass,37,78.57,128,0
C001036,business,27,33.02,216,0
C001037,affluent,45,77.57,19,0
C001038,mass,34,81.73,213,0
C001039,mass,63,24.9,198,0
C001040,business,27,19.92,189,0
C001041,affluent,41,47.28,175,0
C001042,business,35,62.92,11,0
C001043,affluent,35,25.33,164,0
C001044,mass,21,86.37,56,0
C001045,business,52,32.45,43,0
C001046,affluent,53,78.91,3,0
C001047,business,55,68.84,40,0
C001048,mass,28,49.99,176,1
C001049,mass,58,6.01,92,0
C001050,mass,24,12.58,60,0
C001051,mass,59,75.67,207,0
C001052,private,36,68.92,92,0
C001053,affluent,30,48.53,113,0
C001054,mass,49,18.98,48,0
C001055,mass,47,27.53,213,0
C001056,mass,28,6.89,40,0
C001057,mass,52,36.71,1,0
C001058,affluent,39,88.29,159,0
C001059,private,50,32.07,17,0
C001060,affluent,52,18.99,175,0
C001061,mass,57,28.31,105,0
C001062,mass,51,65.89,12,1
C001063,affluent,30,20.21,125,0
C001064,mass,59,83.63,169,1
C001065,mass,55,25.59,94,0
C001066,mass,18,93.02,54,0
C001067,affluent,33,46.81,164,0
C001068,mass,44,82.2,204,0
C001069,affluent,45,52.9,188,0
C001070,mass,31,96.06,25,0
C001071,mass,42,18.95,135,0
C001072,affluent,39,55.84,143,0
C001073,mass,58,57.66,173,1
C001074,mass,24,16.68,47,0
C001075,mass,60,15.82,154,0
C001076,mass,38,55.01,84,0
C001077,affluent,68,43.06,186,0
C001078,mass,52,21.39,197,0
C001079,mass,41,96.17,115,0
C001080,business,27,98.3,153,1
C001081,mass,37,0.66,57,0
C001082,mass,62,82.23,236,0
C001083,mass,54,15.47,10,0
C001084,mass,34,36.71,150,0
C001085,mass,37,9.19,103,0
C001086,mass,22,72.36,203,0
C001087,mass,62,70.28,210,0
C001088,business,44,3.74,207,0
C001089,mass,21,92.19,86,1
C001090,mass,44,93.02,31,0
C001091,private,73,92.87,163,0
C001092,affluent,47,52.44,82,0
C001093,mass,50,69.78,40,0
C001094,mass,43,97.1,193,0
C001095,mass,32,43.19,202,0
C001096,mass,23,47.59,191,0
C001097,mass,23,39.85,112,0
C001098,affluent,36,48.09,51,0
C001099,mass,30,56.12,189,0
C001100,mass,35,77.68,83,0
C001101,affluent,35,67.17,109,0
C001102,mass,40,59.39,7,0
C001103,affluent,50,61.62,206,0
C001104,mass,20,92.42,60,0
C001105,mass,64,85.28,29,0
C001106,affluent,67,92.67,223,0
C001107,affluent,49,69.38,29,0
C001108,mass,39,20.9,138,0
C001109,mass,34,54.88,160,0
C001110,affluent,70,1.84,150,0
C001111,business,41,17.03,73,0
C001112,mass,35,5.31,168,0
C001113,business,42,66.3,234,1
C001114,affluent,29,29.25,227,0
C001115,mass,42,50.85,182,0
C001116,mass,56,53.16,48,0
C001117,mass,53,92.63,6,0
C001118,mass,37,33.36,101,0
C001119,affluent,50,35.54,78,1
C001120,mass,50,27.59,16,0
C001121,mass,19,94.41,72,0
C001122,mass,43,65.69,23,0
C001123,affluent,67,87.27,176,0
C001124,mass,27,42.65,80,0
C001125,business,59,13.18,168,0
C001126,mass,30,86.26,80,0
C001127,affluent,36,43.01,233,0
C001128,business,61,91.71,82,0
C001129,mass,64,11.84,82,0
C001130,affluent,29,76.54,226,0
C001131,business,44,44.3,240,0
C001132,affluent,45,15.2,49,0
C001133,mass,57,61.69,156,0
C001134,mass,32,23.09,7,0
C001135,mass,48,13.41,217,0
C001136,mass,41,18.4,100,0
C001137,mass,30,22.63,105,0
C001138,affluent,45,95.02,57,1
C001139,affluent,41,6.61,238,0
C001140,business,64,48.99,84,0
C001141,private,62,40.49,11,0
C001142,mass,64,31.29,157,0
C001143,business,59,52.52,225,0
C001144,affluent,34,45.16,212,1
C001145,private,50,51.87,102,0
C001146,business,49,51.61,162,1
C001147,business,53,39.8,78,0
C001148,affluent,38,42.25,157,0
C001149,business,34,46.36,166,0
C001150,mass,25,17.98,150,0
C001151,business,33,39.31,83,0
C001152,mass,55,89.66,230,0
C001153,mass,34,32.41,167,0
C001154,business,32,9.12,181,0
C001155,mass,51,70.73,187,0
C001156,affluent,38,37.87,98,0
C001157,mass,39,56.55,169,0
C001158,private,44,17.89,183,0
C001159,mass,64,76.86,115,0
C001160,mass,26,96.04,1,0
C001161,mass,47,49.76,128,0
C001162,mass,49,23.79,151,1
C001163,affluent,56,7.94,154,0
C001164,mass,35,61.98,143,0
C001165,affluent,39,14.83,168,0
C001166,mass,20,66.7,215,0
C001167,mass,23,4.9,107,0
C001168,business,43,61.11,178,0
C001169,affluent,63,17.74,117,0
C001170,affluent,30,9.31,77,0
C001171,mass,22,75.84,216,0
C001172,mass,26,12.2,221,0
C001173,mass,51,20.98,54,0
C001174,mass,64,97.93,136,1
C001175,business,63,93.39,181,0
C001176,mass,38,25.97,148,0
C001177,business,33,61.43,128,0
C001178,mass,49,80.8,227,0
C001179,mass,30,0.16,7,0
C001180,mass,65,84.81,205,0
C001181,mass,20,33.38,144,0
C001182,affluent,68,20.12,73,0
C001183,mass,37,50.67,83,1
C001184,affluent,49,34.14,186,0
C001185,mass,29,19.4,214,0
C001186,mass,48,79.73,166,0
C001187,mass,47,89.21,138,0
C001188,private,61,92.78,15,0
C001189,affluent,48,55.52,5,0
C001190,mass,40,6.62,39,0
C001191,mass,42,62.65,216,1
C001192,mass,29,59.52,222,0
C001193,affluent,48,70.98,70,0
C001194,mass,33,37.16,213,0
C001195,business,44,17.5,96,0
C001196,affluent,33,44.38,7,0
C001197,affluent,37,19.02,237,0
C001198,mass,37,77.55,37,0
C001199,affluent,61,67.67,34,0
C001200,mass,42,71.37,134,1
C001201,mass,20,68.71,153,0
C001202,private,37,10.31,197,0
C001203,affluent,64,75.85,164,0
C001204,private,47,28.66,137,0
C001205,mass,25,27.27,41,0
C001206,mass,57,55.96,27,1
C001207,mass,38,27.11,181,0
C001208,affluent,38,7.12,157,0
C001209,private,38,13.01,121,0
C001210,business,49,5.38,110,1
C001211,mass,55,62.95,177,0
C001212,affluent,47,33.23,51,0
C001213,affluent,62,7.85,237,0
C001214,affluent,36,9.29,206,0
C001215,business,54,31.04,165,0
C001216,affluent,42,94.74,37,0
C001217,private,58,39.21,180,0
C001218,business,45,45.33,8,0
C001219,mass,48,46.12,44,1
C001220,mass,54,12.74,27,0
C001221,mass,24,32.59,167,0
C001222,mass,47,40.08,106,0
C001223,mass,28,97.39,99,0
C001224,mass,62,59.1,201,0
C001225,business,46,54.45,61,0
C001226,mass,65,93.09,147,0
C001227,affluent,66,46.29,143,0
C001228,mass,37,95.59,18,0
C001229,mass,56,77.13,98,0
C001230,mass,21,9.05,210,0
C001231,mass,58,80.98,194,0
C001232,mass,52,29.15,158,0
C001233,mass,61,87.74,77,0
C001234,mass,37,91.85,240,0
C001235,mass,40,99.03,150,0
C001236,mass,43,84.76,219,0
C001237,mass,53,96.79,1,0
C001238,affluent,50,10.97,73,0
C001239,private,72,39.43,82,0
C001240,affluent,55,54.51,170,0
C001241,mass,53,38.46,237,0
C001242,mass,36,99.75,172,0
C001243,mass,59,1.57,185,1
C001244,private,43,8.47,165,0
C001245,affluent,66,93.03,160,0
C001246,mass,53,82.01,99,0
C001247,mass,56,0.74,128,0
C001248,affluent,60,26.93,238,0
C001249,mass,20,56.81,181,0
C001250,mass,62,8.01,187,0
C001251,affluent,45,46.49,21,0
C001252,mass,33,47.25,190,0
C001253,affluent,68,53.92,149,0
C001254,mass,39,53.5,3,1
C001255,mass,48,57.4,85,0
C001256,mass,36,28.92,10,0
C001257,affluent,47,72.7,145,0
C001258,mass,55,16.91,14,0
C001259,affluent,67,2.73,125,0
C001260,mass,35,25.21,158,0
C001261,mass,18,74.14,155,0
C001262,mass,27,65.92,95,0
C001263,affluent,43,48.49,205,0
C001264,mass,23,96.73,153,1
C001265,business,56,75.28,106,0
C001266,affluent,56,72.6,43,0
C001267,mass,40,5.43,68,0
C001268,affluent,38,46.4,122,0
C001269,mass,52,23.37,175,0
C001270,affluent,37,53.04,112,0
C001271,mass,46,38.2,81,0
C001272,business,27,9.74,137,0
C001273,mass,45,61.05,167,0
C001274,private,52,80.23,66,0
C001275,affluent,43,73.43,151,0
C001276,affluent,39,31.33,3,0
C001277,affluent,28,41.12,135,0
C001278,mass,32,72.53,65,0
C001279,mass,23,5.69,153,1
C001280,affluent,66,63.81,182,0
C001281,business,63,12.99,169,1
C001282,affluent,39,89.6,179,0
C001283,mass,60,93.62,164,0
C001284,mass,45,69.22,171,0
C001285,affluent,38,78.07,71,0
C001286,affluent,49,99.6,67,0
C001287,business,53,6.94,238,0
C001288,mass,59,49.21,37,0
C001289,mass,57,64.33,234,0
C001290,mass,20,7.29,147,0
C001291,affluent,29,89.65,39,0
C001292,affluent,30,66.46,69,1
C001293,mass,43,57.46,132,0
C001294,affluent,58,43.61,217,0
C001295,affluent,32,54.01,1,0
C001296,mass,48,12.12,138,0
C001297,business,44,40.06,162,0
C001298,business,48,53.46,88,0
C001299,mass,36,64.78,46,0
C001300,mass,60,19.1,179,0
C001301,mass,62,35.93,22,1
C001302,private,47,13.99,50,0
C001303,mass,33,48.92,17,0
C001304,affluent,59,53.39,214,0
C001305,affluent,29,3.7,15,0
C001306,mass,43,11.82,207,0
C001307,affluent,62,14.9,149,0
C001308,mass,65,14.16,168,1
C001309,mass,57,4.58,180,0
C001310,mass,58,5.0,79,1
C001311,affluent,67,17.07,152,0
C001312,mass,25,49.71,205,0
C001313,mass,30,42.62,208,1
C001314,affluent,53,32.42,176,0
C001315,mass,31,76.42,152,0
C001316,mass,35,14.12,107,1
C001317,mass,28,43.87,237,0
C001318,mass,58,61.24,200,0
C001319,mass,23,0.63,46,0
C001320,business,62,88.69,107,0
C001321,affluent,58,69.24,53,0
C001322,mass,46,41.2,45,0
C001323,mass,29,71.72,157,1
C001324,business,44,34.79,2,0
C001325,mass,51,97.68,159,0
C001326,mass,52,50.75,119,0
C001327,affluent,45,5.31,29,0
C001328,affluent,58,49.75,41,0
C001329,affluent,69,36.42,54,1
C001330,mass,47,4.33,190,0
C001331,mass,28,78.55,125,0
C001332,mass,33,72.14,152,1
C001333,mass,65,67.69,84,0
C001334,mass,32,9.81,189,1
C001335,mass,32,7.35,150,0
C001336,mass,27,21.62,157,0
C001337,mass,26,45.77,50,0
C001338,mass,30,33.59,9,0
C001339,affluent,36,11.11,120,1
C001340,mass,39,21.99,76,0
C001341,mass,58,95.28,232,0
C001342,mass,32,8.65,220,0
C001343,mass,31,59.16,215,0
C001344,mass,45,73.62,64,1
C001345,mass,32,89.18,152,0
C001346,business,25,41.78,12,0
C001347,mass,50,3.36,136,0
C001348,mass,62,82.13,116,0
C001349,mass,18,69.32,105,1
C001350,business,43,23.91,24,0
C001351,mass,28,70.33,220,0
C001352,mass,47,46.38,36,0
C001353,private,58,62.68,181,0
C001354,mass,22,38.49,177,0
C001355,mass,45,75.29,179,1
C001356,business,38,78.77,21,0
C001357,mass,21,51.47,233,0
C001358,affluent,35,38.3,120,0
C001359,mass,29,64.82,181,0
C001360,mass,31,13.84,86,0
C001361,mass,48,73.74,193,1
C001362,mass,31,75.32,195,0
C001363,mass,35,50.36,109,0
C001364,mass,40,45.24,129,1
C001365,mass,63,53.19,212,0
C001366,mass,57,36.81,173,0
C001367,business,29,18.84,227,0
C001368,mass,29,28.84,20,1
C001369,mass,62,14.8,39,0
C001370,private,75,2.27,107,0
C001371,business,33,47.39,108,0
C001372,mass,36,18.91,6,0
C001373,private,68,64.47,106,0
C001374,mass,38,48.61,171,0
C001375,affluent,56,45.8,146,0
C001376,mass,28,78.93,59,0
C001377,mass,21,14.83,73,0
C001378,mass,28,71.18,74,0
C001379,mass,63,69.29,171,0
C001380,affluent,35,4.12,82,0
C001381,mass,41,18.45,144,0
C001382,affluent,50,14.79,115,0
C001383,mass,37,12.15,7,0
C001384,mass,27,94.78,238,0
C001385,mass,65,54.61,130,1
C001386,mass,48,89.6,194,0
C001387,business,34,79.96,187,0
C001388,business,32,73.16,231,0
C001389,mass,25,30.81,103,0
C001390,mass,40,9.25,15,0
C001391,mass,51,22.21,240,0
C001392,affluent,33,53.84,115,0
C001393,affluent,60,39.44,126,0
C001394,mass,21,90.84,93,0
C001395,mass,45,36.96,96,0
C001396,mass,37,97.75,224,0
C001397,mass,46,74.15,107,0
C001398,affluent,55,72.86,107,0
C001399,mass,23,14.36,78,0
C001400,mass,39,6.61,152,0
C001401,affluent,54,63.88,70,0
C001402,mass,63,56.79,235,0
C001403,mass,42,28.95,126,0
C001404,mass,55,30.39,144,0
C001405,affluent,28,15.4,77,0
C001406,business,55,12.42,171,0
C001407,private,66,90.68,166,0
C001408,mass,35,49.31,18,1
C001409,mass,48,56.56,223,0
C001410,mass,62,81.83,96,0
C001411,mass,34,16.28,15,0
C001412,mass,62,13.55,42,0
C001413,mass,58,91.21,92,0
C001414,mass,58,93.63,132,0
C001415,mass,24,59.88,43,0
C001416,mass,61,79.99,70,0
C001417,affluent,34,53.44,91,0
C001418,affluent,61,28.14,200,1
C001419,mass,28,10.24,40,0
C001420,mass,53,61.34,213,0
C001421,business,60,70.23,206,0
C001422,mass,22,11.66,34,0
C001423,business,44,69.11,36,0
C001424,affluent,66,52.31,88,0
C001425,mass,65,81.46,57,0
C001426,mass,62,22.66,33,0
C001427,mass,45,69.08,201,0
C001428,mass,48,75.73,11,1
C001429,mass,60,51.35,16,1
C001430,mass,20,6.62,171,0
C001431,mass,25,92.01,53,1
C001432,mass,60,35.15,24,0
C001433,mass,35,94.88,90,0
C001434,mass,64,61.3,130,0
C001435,mass,55,76.32,136,1
C001436,mass,36,17.18,194,0
C001437,mass,24,92.42,236,0
C001438,mass,41,69.81,48,0
C001439,mass,29,83.47,98,0
C001440,mass,44,11.28,81,0
C001441,mass,26,49.58,93,1
C001442,affluent,30,8.22,127,0
C001443,mass,56,73.62,176,0
C001444,business,60,40.73,219,0
C001445,mass,48,93.91,95,0
C001446,mass,49,67.21,102,0
C001447,mass,23,11.92,102,0
C001448,mass,24,74.14,229,0
C001449,business,37,33.86,153,1
C001450,affluent,42,83.81,186,0
C001451,mass,55,59.36,194,0
C001452,affluent,53,35.61,171,0
C001453,mass,49,51.14,38,0
C001454,affluent,44,48.93,60,0
C001455,mass,24,73.78,213,0
C001456,mass,29,38.26,174,0
C001457,mass,57,9.63,20,0
C001458,affluent,59,79.27,52,0
C001459,mass,50,26.17,88,0
C001460,affluent,29,95.26,9,0
C001461,business,32,38.36,81,0
C001462,private,37,3.29,143,0
C001463,affluent,38,49.15,35,0
C001464,mass,25,56.89,126,0
C001465,affluent,64,46.98,144,0
C001466,private,60,26.34,152,0
C001467,business,47,76.65,73,0
C001468,mass,20,12.82,94,1
C001469,mass,19,76.52,161,0
C001470,mass,40,99.19,106,1
C001471,mass,33,23.46,80,0
C001472,mass,22,86.89,30,0
C001473,mass,38,3.74,169,1
C001474,private,61,26.66,179,0
C001475,mass,38,37.77,100,1
C001476,mass,49,10.01,173,1
C001477,mass,60,33.95,158,0
C001478,mass,30,49.7,217,0
C001479,business,59,21.41,68,1
C001480,mass,43,80.46,160,0
C001481,affluent,65,9.47,87,0
C001482,mass,51,47.53,54,0
C001483,mass,37,50.46,77,1
C001484,mass,30,41.43,65,0
C001485,mass,53,18.06,5,0
C001486,mass,29,57.68,55,0
C001487,affluent,57,26.79,164,0
C001488,mass,45,93.46,187,0
C001489,mass,41,46.25,62,0
C001490,mass,37,84.41,106,0
C001491,mass,22,63.39,217,0
C001492,mass,59,16.06,176,0
C001493,mass,25,15.0,8,0
C001494,mass,47,48.54,112,0
C001495,mass,30,15.94,35,0
C001496,mass,35,65.87,46,0
C001497,mass,64,48.58,6,1
C001498,mass,38,60.16,222,0
C001499,mass,41,67.17,227,0
C001500,mass,64,84.28,61,0
C001501,mass,25,52.2,213,0
C001502,mass,51,25.18,227,0
C001503,mass,38,32.93,150,0
C001504,affluent,43,93.55,56,0
C001505,mass,35,43.95,66,0
C001506,private,69,37.47,29,0
C001507,mass,61,24.63,72,0
C001508,private,58,47.52,95,0
C001509,affluent,66,3.48,190,1
C001510,affluent,70,23.97,142,0
C001511,mass,62,36.29,208,0
C001512,affluent,43,85.76,100,0
C001513,mass,34,30.09,240,0
C001514,affluent,41,85.94,42,0
C001515,business,51,78.93,71,0
C001516,private,66,47.11,106,0
C001517,business,52,87.68,210,0
C001518,mass,34,50.63,91,0
C001519,mass,53,73.78,117,0
C001520,affluent,69,64.16,162,0
C001521,mass,18,40.07,161,0
C001522,mass,25,15.78,133,0
C001523,affluent,69,76.32,217,0
C001524,mass,38,45.15,224,0
C001525,affluent,65,82.68,205,0
C001526,mass,41,18.19,225,1
C001527,mass,54,22.45,6,0
C001528,business,65,22.87,23,0
C001529,business,35,4.98,159,0
C001530,mass,23,95.8,44,0
C001531,business,58,43.52,236,0
C001532,business,56,11.85,183,0
C001533,mass,35,28.8,127,0
C001534,mass,31,60.01,211,0
C001535,mass,44,18.04,203,0
C001536,mass,34,23.55,116,0
C001537,business,54,8.57,121,0
C001538,mass,62,39.76,55,0
C001539,affluent,66,25.62,25,0
C001540,mass,33,47.09,91,1
C001541,business,63,70.96,208,0
C001542,mass,57,38.09,102,0
C001543,affluent,63,4.11,46,0
C001544,mass,39,87.79,34,0
C001545,mass,45,14.18,30,0
C001546,mass,49,87.17,214,0
C001547,mass,45,28.29,225,0
C001548,mass,34,51.7,112,0
C001549,private,66,76.37,39,0
C001550,mass,58,79.82,14,0
C001551,mass,29,3.59,67,1
C001552,mass,25,99.52,238,0
C001553,mass,63,56.09,118,0
C001554,mass,27,12.37,24,0
C001555,mass,28,74.99,211,0
C001556,mass,55,21.24,2,0
C001557,mass,44,92.04,64,0
C001558,affluent,49,2.6,175,0
C001559,business,48,59.03,28,0
C001560,affluent,33,46.02,182,0
C001561,affluent,45,59.42,2,0
C001562,mass,57,95.09,84,1
C001563,business,61,12.93,221,0
C001564,mass,38,79.81,191,0
C001565,mass,42,9.26,66,0
